geneName	family
PGSC0003DMT400087034	1
PGSC0003DMT400089198	1
PGSC0003DMT400094257	1
PGSC0003DMT400097168	1
PGSC0003DMT400091917	1
PGSC0003DMT400097404	1
PGSC0003DMT400092228	1
PGSC0003DMT400094177	1
PGSC0003DMT400097272	1
PGSC0003DMT400096809	1
PGSC0003DMT400087894	1
PGSC0003DMT400091483	1
PGSC0003DMT400096218	1
PGSC0003DMT400094127	1
PGSC0003DMT400094219	1
PGSC0003DMT400085979	1
PGSC0003DMT400088891	1
PGSC0003DMT400088415	1
PGSC0003DMT400085989	1
PGSC0003DMT400086393	1
PGSC0003DMT400096730	1
PGSC0003DMT400087362	1
PGSC0003DMT400089953	1
PGSC0003DMT400090590	1
PGSC0003DMT400090920	1
PGSC0003DMT400092510	1
PGSC0003DMT400092883	1
PGSC0003DMT400093748	1
PGSC0003DMT400095463	1
PGSC0003DMT400096152	1
PGSC0003DMT400005450	2
PGSC0003DMT400042934	2
PGSC0003DMT400085171	2
PGSC0003DMT400088138	2
PGSC0003DMT400091509	2
PGSC0003DMT400092207	2
PGSC0003DMT400094502	2
PGSC0003DMT400094928	2
PGSC0003DMT400095209	2
PGSC0003DMT400095462	2
PGSC0003DMT400009757	2
PGSC0003DMT400071545	2
PGSC0003DMT400085742	2
PGSC0003DMT400089060	2
PGSC0003DMT400090378	2
PGSC0003DMT400090711	2
PGSC0003DMT400090853	2
PGSC0003DMT400090991	2
PGSC0003DMT400091748	2
PGSC0003DMT400092865	2
PGSC0003DMT400092978	2
PGSC0003DMT400093884	2
PGSC0003DMT400096089	2
PGSC0003DMT400086438	2
PGSC0003DMT400095928	2
PGSC0003DMT400025155	2
PGSC0003DMT400036014	2
PGSC0003DMT400085196	2
PGSC0003DMT400085434	2
PGSC0003DMT400086942	2
PGSC0003DMT400086972	2
PGSC0003DMT400087366	2
PGSC0003DMT400087383	2
PGSC0003DMT400089613	2
PGSC0003DMT400090412	2
PGSC0003DMT400090447	2
PGSC0003DMT400090943	2
PGSC0003DMT400091468	2
PGSC0003DMT400091700	2
PGSC0003DMT400092595	2
PGSC0003DMT400092888	2
PGSC0003DMT400095260	2
PGSC0003DMT400095442	2
PGSC0003DMT400096478	2
PGSC0003DMT400025159	2
PGSC0003DMT400091364	2
PGSC0003DMT400031396	2
PGSC0003DMT400062742	2
PGSC0003DMT400087446	2
PGSC0003DMT400065629	2
PGSC0003DMT400033998	2
PGSC0003DMT400040449	2
PGSC0003DMT400085927	2
PGSC0003DMT400086453	2
PGSC0003DMT400087533	2
PGSC0003DMT400087550	2
PGSC0003DMT400087812	2
PGSC0003DMT400088403	2
PGSC0003DMT400088912	2
PGSC0003DMT400090388	2
PGSC0003DMT400091343	2
PGSC0003DMT400092685	2
PGSC0003DMT400094332	2
PGSC0003DMT400095010	2
PGSC0003DMT400095207	2
PGSC0003DMT400096512	2
PGSC0003DMT400096513	2
PGSC0003DMT400096566	2
PGSC0003DMT400096951	2
PGSC0003DMT400097091	2
PGSC0003DMT400097287	2
PGSC0003DMT400091039	2
PGSC0003DMT400092342	2
PGSC0003DMT400094383	2
PGSC0003DMT400090849	2
PGSC0003DMT400097010	2
PGSC0003DMT400047799	2
PGSC0003DMT400077451	2
PGSC0003DMT400094075	2
PGSC0003DMT400011283	2
PGSC0003DMT400088114	2
PGSC0003DMT400093274	2
PGSC0003DMT400052572	2
PGSC0003DMT400095726	2
PGSC0003DMT400088739	2
PGSC0003DMT400077206	2
PGSC0003DMT400085918	2
PGSC0003DMT400087659	2
PGSC0003DMT400094071	2
PGSC0003DMT400084853	2
PGSC0003DMT400087097	2
PGSC0003DMT400088972	2
PGSC0003DMT400089088	2
PGSC0003DMT400089975	2
PGSC0003DMT400090508	2
PGSC0003DMT400090885	2
PGSC0003DMT400091044	2
PGSC0003DMT400092863	2
PGSC0003DMT400094701	2
PGSC0003DMT400094758	2
PGSC0003DMT400095148	2
PGSC0003DMT400096911	2
PGSC0003DMT400097149	2
PGSC0003DMT400097265	2
PGSC0003DMT400092952	2
PGSC0003DMT400096832	2
PGSC0003DMT400094558	2
PGSC0003DMT400095218	2
PGSC0003DMT400085456	2
PGSC0003DMT400091218	2
PGSC0003DMT400091270	2
PGSC0003DMT400092554	2
PGSC0003DMT400045312	2
PGSC0003DMT400085840	2
PGSC0003DMT400084893	2
PGSC0003DMT400086321	2
PGSC0003DMT400086525	2
PGSC0003DMT400096154	2
PGSC0003DMT400093203	2
PGSC0003DMT400096630	2
PGSC0003DMT400089724	2
PGSC0003DMT400088192	2
PGSC0003DMT400088257	2
PGSC0003DMT400095528	2
PGSC0003DMT400096084	2
PGSC0003DMT400088947	2
PGSC0003DMT400094319	2
PGSC0003DMT400094896	2
PGSC0003DMT400089030	2
PGSC0003DMT400095591	2
PGSC0003DMT400089064	2
PGSC0003DMT400092215	2
PGSC0003DMT400097160	2
PGSC0003DMT400095632	2
PGSC0003DMT400091584	2
PGSC0003DMT400093410	2
PGSC0003DMT400091808	2
PGSC0003DMT400091940	2
PGSC0003DMT400097384	2
PGSC0003DMT400097484	2
PGSC0003DMT400095708	2
PGSC0003DMT400096336	2
PGSC0003DMT400097145	2
PGSC0003DMT400097470	2
PGSC0003DMT400010361	3
PGSC0003DMT400040945	3
PGSC0003DMT400048909	3
PGSC0003DMT400084974	3
PGSC0003DMT400085081	3
PGSC0003DMT400085341	3
PGSC0003DMT400085385	3
PGSC0003DMT400085450	3
PGSC0003DMT400085588	3
PGSC0003DMT400085637	3
PGSC0003DMT400085874	3
PGSC0003DMT400085914	3
PGSC0003DMT400085939	3
PGSC0003DMT400086467	3
PGSC0003DMT400086667	3
PGSC0003DMT400086683	3
PGSC0003DMT400086744	3
PGSC0003DMT400086824	3
PGSC0003DMT400086859	3
PGSC0003DMT400086946	3
PGSC0003DMT400087012	3
PGSC0003DMT400087013	3
PGSC0003DMT400087019	3
PGSC0003DMT400087141	3
PGSC0003DMT400087313	3
PGSC0003DMT400087742	3
PGSC0003DMT400087756	3
PGSC0003DMT400087935	3
PGSC0003DMT400088440	3
PGSC0003DMT400088825	3
PGSC0003DMT400089074	3
PGSC0003DMT400089154	3
PGSC0003DMT400089312	3
PGSC0003DMT400089410	3
PGSC0003DMT400089430	3
PGSC0003DMT400089527	3
PGSC0003DMT400089748	3
PGSC0003DMT400089752	3
PGSC0003DMT400089844	3
PGSC0003DMT400089915	3
PGSC0003DMT400090003	3
PGSC0003DMT400090295	3
PGSC0003DMT400090296	3
PGSC0003DMT400090340	3
PGSC0003DMT400090416	3
PGSC0003DMT400090503	3
PGSC0003DMT400090545	3
PGSC0003DMT400090642	3
PGSC0003DMT400090847	3
PGSC0003DMT400091033	3
PGSC0003DMT400091094	3
PGSC0003DMT400091117	3
PGSC0003DMT400091239	3
PGSC0003DMT400091246	3
PGSC0003DMT400091404	3
PGSC0003DMT400091522	3
PGSC0003DMT400091798	3
PGSC0003DMT400091992	3
PGSC0003DMT400092310	3
PGSC0003DMT400092388	3
PGSC0003DMT400092765	3
PGSC0003DMT400093088	3
PGSC0003DMT400093104	3
PGSC0003DMT400093424	3
PGSC0003DMT400093480	3
PGSC0003DMT400093601	3
PGSC0003DMT400094208	3
PGSC0003DMT400094556	3
PGSC0003DMT400094604	3
PGSC0003DMT400094943	3
PGSC0003DMT400094958	3
PGSC0003DMT400095169	3
PGSC0003DMT400095509	3
PGSC0003DMT400096024	3
PGSC0003DMT400096147	3
PGSC0003DMT400096389	3
PGSC0003DMT400096484	3
PGSC0003DMT400096542	3
PGSC0003DMT400096579	3
PGSC0003DMT400096646	3
PGSC0003DMT400096997	3
PGSC0003DMT400097006	3
PGSC0003DMT400097262	3
PGSC0003DMT400097440	3
PGSC0003DMT400097524	3
PGSC0003DMT400097582	3
PGSC0003DMT400097617	3
PGSC0003DMT400010843	3
PGSC0003DMT400085644	3
PGSC0003DMT400013579	3
PGSC0003DMT400086217	3
PGSC0003DMT400091390	3
PGSC0003DMT400093111	3
PGSC0003DMT400094807	3
PGSC0003DMT400095559	3
PGSC0003DMT400096425	3
PGSC0003DMT400096491	3
PGSC0003DMT400095756	3
PGSC0003DMT400094739	3
PGSC0003DMT400096834	3
PGSC0003DMT400094973	3
PGSC0003DMT400084745	3
PGSC0003DMT400093977	3
PGSC0003DMT400084815	3
PGSC0003DMT400084817	3
PGSC0003DMT400095692	3
PGSC0003DMT400094601	3
PGSC0003DMT400085632	3
PGSC0003DMT400086762	3
PGSC0003DMT400086850	3
PGSC0003DMT400088250	3
PGSC0003DMT400091523	3
PGSC0003DMT400092924	3
PGSC0003DMT400093305	3
PGSC0003DMT400094272	3
PGSC0003DMT400096081	3
PGSC0003DMT400085079	3
PGSC0003DMT400089283	3
PGSC0003DMT400089482	3
PGSC0003DMT400093150	3
PGSC0003DMT400093863	3
PGSC0003DMT400086530	3
PGSC0003DMT400089542	3
PGSC0003DMT400091923	3
PGSC0003DMT400094595	3
PGSC0003DMT400085213	3
PGSC0003DMT400090156	3
PGSC0003DMT400086188	3
PGSC0003DMT400096901	3
PGSC0003DMT400090559	3
PGSC0003DMT400087737	3
PGSC0003DMT400087774	3
PGSC0003DMT400085734	3
PGSC0003DMT400090921	3
PGSC0003DMT400090692	3
PGSC0003DMT400091827	3
PGSC0003DMT400068836	4
PGSC0003DMT400085869	4
PGSC0003DMT400084902	4
PGSC0003DMT400085022	4
PGSC0003DMT400086264	4
PGSC0003DMT400087535	4
PGSC0003DMT400088851	4
PGSC0003DMT400088950	4
PGSC0003DMT400090406	4
PGSC0003DMT400090908	4
PGSC0003DMT400091323	4
PGSC0003DMT400091399	4
PGSC0003DMT400093361	4
PGSC0003DMT400093770	4
PGSC0003DMT400094689	4
PGSC0003DMT400095385	4
PGSC0003DMT400096524	4
PGSC0003DMT400097110	4
PGSC0003DMT400097181	4
PGSC0003DMT400052533	4
PGSC0003DMT400059679	4
PGSC0003DMT400064564	4
PGSC0003DMT400085480	4
PGSC0003DMT400085550	4
PGSC0003DMT400085694	4
PGSC0003DMT400086337	4
PGSC0003DMT400087437	4
PGSC0003DMT400088052	4
PGSC0003DMT400088336	4
PGSC0003DMT400089530	4
PGSC0003DMT400090202	4
PGSC0003DMT400090477	4
PGSC0003DMT400090702	4
PGSC0003DMT400091609	4
PGSC0003DMT400091916	4
PGSC0003DMT400092365	4
PGSC0003DMT400092536	4
PGSC0003DMT400092921	4
PGSC0003DMT400093788	4
PGSC0003DMT400093864	4
PGSC0003DMT400094277	4
PGSC0003DMT400094514	4
PGSC0003DMT400095492	4
PGSC0003DMT400096428	4
PGSC0003DMT400096746	4
PGSC0003DMT400097506	4
PGSC0003DMT400085176	4
PGSC0003DMT400094691	4
PGSC0003DMT400096643	4
PGSC0003DMT400085543	4
PGSC0003DMT400086224	4
PGSC0003DMT400086228	4
PGSC0003DMT400086238	4
PGSC0003DMT400086895	4
PGSC0003DMT400086898	4
PGSC0003DMT400088073	4
PGSC0003DMT400088615	4
PGSC0003DMT400089522	4
PGSC0003DMT400089601	4
PGSC0003DMT400089673	4
PGSC0003DMT400089749	4
PGSC0003DMT400090008	4
PGSC0003DMT400090042	4
PGSC0003DMT400090060	4
PGSC0003DMT400091544	4
PGSC0003DMT400091732	4
PGSC0003DMT400091782	4
PGSC0003DMT400091810	4
PGSC0003DMT400092031	4
PGSC0003DMT400092227	4
PGSC0003DMT400092673	4
PGSC0003DMT400093903	4
PGSC0003DMT400093906	4
PGSC0003DMT400093986	4
PGSC0003DMT400094009	4
PGSC0003DMT400094337	4
PGSC0003DMT400094565	4
PGSC0003DMT400094648	4
PGSC0003DMT400094800	4
PGSC0003DMT400095107	4
PGSC0003DMT400095132	4
PGSC0003DMT400095186	4
PGSC0003DMT400095439	4
PGSC0003DMT400096475	4
PGSC0003DMT400097021	4
PGSC0003DMT400097094	4
PGSC0003DMT400086310	4
PGSC0003DMT400086959	4
PGSC0003DMT400087085	4
PGSC0003DMT400087595	4
PGSC0003DMT400088320	4
PGSC0003DMT400089640	4
PGSC0003DMT400090318	4
PGSC0003DMT400090690	4
PGSC0003DMT400091271	4
PGSC0003DMT400091817	4
PGSC0003DMT400091824	4
PGSC0003DMT400092576	4
PGSC0003DMT400093491	4
PGSC0003DMT400093701	4
PGSC0003DMT400094882	4
PGSC0003DMT400095744	4
PGSC0003DMT400095880	4
PGSC0003DMT400096037	4
PGSC0003DMT400096448	4
PGSC0003DMT400097346	4
PGSC0003DMT400092830	4
PGSC0003DMT400097535	4
PGSC0003DMT400085014	4
PGSC0003DMT400088770	4
PGSC0003DMT400096405	4
PGSC0003DMT400089886	4
PGSC0003DMT400085031	4
PGSC0003DMT400091503	4
PGSC0003DMT400093957	4
PGSC0003DMT400096781	4
PGSC0003DMT400088046	4
PGSC0003DMT400002509	4
PGSC0003DMT400068271	4
PGSC0003DMT400095326	4
PGSC0003DMT400090659	5
PGSC0003DMT400085648	5
PGSC0003DMT400093379	5
PGSC0003DMT400008704	5
PGSC0003DMT400096116	5
PGSC0003DMT400088716	5
PGSC0003DMT400013611	5
PGSC0003DMT400044448	5
PGSC0003DMT400084762	5
PGSC0003DMT400084880	5
PGSC0003DMT400085221	5
PGSC0003DMT400086883	5
PGSC0003DMT400087428	5
PGSC0003DMT400087661	5
PGSC0003DMT400088215	5
PGSC0003DMT400088278	5
PGSC0003DMT400088371	5
PGSC0003DMT400088723	5
PGSC0003DMT400089634	5
PGSC0003DMT400090009	5
PGSC0003DMT400090557	5
PGSC0003DMT400091705	5
PGSC0003DMT400092163	5
PGSC0003DMT400092733	5
PGSC0003DMT400092783	5
PGSC0003DMT400094236	5
PGSC0003DMT400094444	5
PGSC0003DMT400095273	5
PGSC0003DMT400096301	5
PGSC0003DMT400096637	5
PGSC0003DMT400096641	5
PGSC0003DMT400096886	5
PGSC0003DMT400097601	5
PGSC0003DMT400019365	5
PGSC0003DMT400045944	5
PGSC0003DMT400074956	5
PGSC0003DMT400080898	5
PGSC0003DMT400084821	5
PGSC0003DMT400084962	5
PGSC0003DMT400085039	5
PGSC0003DMT400085152	5
PGSC0003DMT400086025	5
PGSC0003DMT400086156	5
PGSC0003DMT400086618	5
PGSC0003DMT400086808	5
PGSC0003DMT400088180	5
PGSC0003DMT400088344	5
PGSC0003DMT400088614	5
PGSC0003DMT400089047	5
PGSC0003DMT400089278	5
PGSC0003DMT400089631	5
PGSC0003DMT400090194	5
PGSC0003DMT400090268	5
PGSC0003DMT400090396	5
PGSC0003DMT400090759	5
PGSC0003DMT400090864	5
PGSC0003DMT400091341	5
PGSC0003DMT400091374	5
PGSC0003DMT400091448	5
PGSC0003DMT400091578	5
PGSC0003DMT400091922	5
PGSC0003DMT400092061	5
PGSC0003DMT400092894	5
PGSC0003DMT400093130	5
PGSC0003DMT400094101	5
PGSC0003DMT400094910	5
PGSC0003DMT400095572	5
PGSC0003DMT400096020	5
PGSC0003DMT400096812	5
PGSC0003DMT400097030	5
PGSC0003DMT400097128	5
PGSC0003DMT400097575	5
PGSC0003DMT400097694	5
PGSC0003DMT400028133	5
PGSC0003DMT400079016	5
PGSC0003DMT400085459	5
PGSC0003DMT400086674	5
PGSC0003DMT400088384	5
PGSC0003DMT400091597	5
PGSC0003DMT400092329	5
PGSC0003DMT400094334	5
PGSC0003DMT400095355	5
PGSC0003DMT400096355	5
PGSC0003DMT400096703	5
PGSC0003DMT400097322	5
PGSC0003DMT400097710	5
PGSC0003DMT400034304	5
PGSC0003DMT400043829	5
PGSC0003DMT400043834	5
PGSC0003DMT400085472	5
PGSC0003DMT400085672	5
PGSC0003DMT400092287	5
PGSC0003DMT400094785	5
PGSC0003DMT400084867	5
PGSC0003DMT400091943	5
PGSC0003DMT400095641	5
PGSC0003DMT400084763	5
PGSC0003DMT400091243	5
PGSC0003DMT400093887	5
PGSC0003DMT400096170	5
PGSC0003DMT400084770	5
PGSC0003DMT400086622	5
PGSC0003DMT400090330	5
PGSC0003DMT400091432	5
PGSC0003DMT400086364	5
PGSC0003DMT400091471	5
PGSC0003DMT400089967	5
PGSC0003DMT400088513	5
PGSC0003DMT400096661	5
PGSC0003DMT400090052	5
PGSC0003DMT400092842	5
PGSC0003DMT400094829	5
PGSC0003DMT400097284	5
PGSC0003DMT400092039	6
PGSC0003DMT400085361	6
PGSC0003DMT400085686	6
PGSC0003DMT400086677	6
PGSC0003DMT400087315	6
PGSC0003DMT400087557	6
PGSC0003DMT400087808	6
PGSC0003DMT400088298	6
PGSC0003DMT400088526	6
PGSC0003DMT400088632	6
PGSC0003DMT400089959	6
PGSC0003DMT400092875	6
PGSC0003DMT400093801	6
PGSC0003DMT400096896	6
PGSC0003DMT400097605	6
PGSC0003DMT400090635	6
PGSC0003DMT400086084	6
PGSC0003DMT400086801	6
PGSC0003DMT400089453	6
PGSC0003DMT400089607	6
PGSC0003DMT400089821	6
PGSC0003DMT400090881	6
PGSC0003DMT400090944	6
PGSC0003DMT400091136	6
PGSC0003DMT400095845	6
PGSC0003DMT400095959	6
PGSC0003DMT400096329	6
PGSC0003DMT400096966	6
PGSC0003DMT400097449	6
PGSC0003DMT400090444	6
PGSC0003DMT400095178	6
PGSC0003DMT400097251	6
PGSC0003DMT400071468	6
PGSC0003DMT400085833	6
PGSC0003DMT400086226	6
PGSC0003DMT400093299	6
PGSC0003DMT400095734	6
PGSC0003DMT400095763	6
PGSC0003DMT400085998	6
PGSC0003DMT400090768	6
PGSC0003DMT400092972	6
PGSC0003DMT400093357	6
PGSC0003DMT400045904	6
PGSC0003DMT400085940	6
PGSC0003DMT400089569	6
PGSC0003DMT400092168	6
PGSC0003DMT400092308	6
PGSC0003DMT400096611	6
PGSC0003DMT400097766	6
PGSC0003DMT400087247	6
PGSC0003DMT400089392	6
PGSC0003DMT400089646	6
PGSC0003DMT400094519	6
PGSC0003DMT400062431	6
PGSC0003DMT400085737	6
PGSC0003DMT400086656	6
PGSC0003DMT400086816	6
PGSC0003DMT400087487	6
PGSC0003DMT400087571	6
PGSC0003DMT400087836	6
PGSC0003DMT400088157	6
PGSC0003DMT400088242	6
PGSC0003DMT400089536	6
PGSC0003DMT400089686	6
PGSC0003DMT400090548	6
PGSC0003DMT400090700	6
PGSC0003DMT400092341	6
PGSC0003DMT400092727	6
PGSC0003DMT400094673	6
PGSC0003DMT400096624	6
PGSC0003DMT400096673	6
PGSC0003DMT400097383	6
PGSC0003DMT400097501	6
PGSC0003DMT400096973	6
PGSC0003DMT400084814	6
PGSC0003DMT400091675	6
PGSC0003DMT400086646	6
PGSC0003DMT400087919	6
PGSC0003DMT400085204	6
PGSC0003DMT400089789	6
PGSC0003DMT400093712	6
PGSC0003DMT400096051	6
PGSC0003DMT400094477	6
PGSC0003DMT400086017	6
PGSC0003DMT400096756	6
PGSC0003DMT400091581	6
PGSC0003DMT400089544	6
PGSC0003DMT400090044	6
PGSC0003DMT400089663	6
PGSC0003DMT400091647	6
PGSC0003DMT400094669	6
PGSC0003DMT400088202	6
PGSC0003DMT400088670	6
PGSC0003DMT400090257	6
PGSC0003DMT400091928	6
PGSC0003DMT400094506	6
PGSC0003DMT400092572	6
PGSC0003DMT400096532	6
PGSC0003DMT400087622	7
PGSC0003DMT400086949	7
PGSC0003DMT400087984	7
PGSC0003DMT400088108	7
PGSC0003DMT400088704	7
PGSC0003DMT400091791	7
PGSC0003DMT400091823	7
PGSC0003DMT400094327	7
PGSC0003DMT400094625	7
PGSC0003DMT400095728	7
PGSC0003DMT400097564	7
PGSC0003DMT400084913	7
PGSC0003DMT400086833	7
PGSC0003DMT400088833	7
PGSC0003DMT400089216	7
PGSC0003DMT400089370	7
PGSC0003DMT400091451	7
PGSC0003DMT400092453	7
PGSC0003DMT400093131	7
PGSC0003DMT400093511	7
PGSC0003DMT400094271	7
PGSC0003DMT400094636	7
PGSC0003DMT400095544	7
PGSC0003DMT400096333	7
PGSC0003DMT400092821	7
PGSC0003DMT400094850	7
PGSC0003DMT400091226	7
PGSC0003DMT400093083	7
PGSC0003DMT400095048	7
PGSC0003DMT400085943	7
PGSC0003DMT400087194	7
PGSC0003DMT400087283	7
PGSC0003DMT400088152	7
PGSC0003DMT400088838	7
PGSC0003DMT400088958	7
PGSC0003DMT400090966	7
PGSC0003DMT400095872	7
PGSC0003DMT400096485	7
PGSC0003DMT400084837	7
PGSC0003DMT400085076	7
PGSC0003DMT400085222	7
PGSC0003DMT400085390	7
PGSC0003DMT400086014	7
PGSC0003DMT400088178	7
PGSC0003DMT400088330	7
PGSC0003DMT400088430	7
PGSC0003DMT400088791	7
PGSC0003DMT400089076	7
PGSC0003DMT400089765	7
PGSC0003DMT400089853	7
PGSC0003DMT400090287	7
PGSC0003DMT400090305	7
PGSC0003DMT400091034	7
PGSC0003DMT400091182	7
PGSC0003DMT400091524	7
PGSC0003DMT400091933	7
PGSC0003DMT400092030	7
PGSC0003DMT400092210	7
PGSC0003DMT400092327	7
PGSC0003DMT400092339	7
PGSC0003DMT400093418	7
PGSC0003DMT400093512	7
PGSC0003DMT400093791	7
PGSC0003DMT400094962	7
PGSC0003DMT400095016	7
PGSC0003DMT400095110	7
PGSC0003DMT400095416	7
PGSC0003DMT400095707	7
PGSC0003DMT400095920	7
PGSC0003DMT400096181	7
PGSC0003DMT400096785	7
PGSC0003DMT400096857	7
PGSC0003DMT400097183	7
PGSC0003DMT400088583	7
PGSC0003DMT400091686	7
PGSC0003DMT400086649	7
PGSC0003DMT400086748	7
PGSC0003DMT400092150	7
PGSC0003DMT400096444	7
PGSC0003DMT400097509	7
PGSC0003DMT400085978	7
PGSC0003DMT400095389	7
PGSC0003DMT400092653	7
PGSC0003DMT400089572	7
PGSC0003DMT400096310	7
PGSC0003DMT400091604	7
PGSC0003DMT400095747	7
PGSC0003DMT400089269	7
PGSC0003DMT400090677	7
PGSC0003DMT400085415	8
PGSC0003DMT400089141	8
PGSC0003DMT400087432	8
PGSC0003DMT400090415	8
PGSC0003DMT400097529	8
PGSC0003DMT400087394	8
PGSC0003DMT400087100	8
PGSC0003DMT400087401	8
PGSC0003DMT400088029	8
PGSC0003DMT400088731	8
PGSC0003DMT400088994	8
PGSC0003DMT400090404	8
PGSC0003DMT400091418	8
PGSC0003DMT400092805	8
PGSC0003DMT400093682	8
PGSC0003DMT400094574	8
PGSC0003DMT400096023	8
PGSC0003DMT400097087	8
PGSC0003DMT400087820	8
PGSC0003DMT400085953	8
PGSC0003DMT400086022	8
PGSC0003DMT400087823	8
PGSC0003DMT400095648	8
PGSC0003DMT400084746	8
PGSC0003DMT400090238	8
PGSC0003DMT400090329	8
PGSC0003DMT400091716	8
PGSC0003DMT400095097	8
PGSC0003DMT400088943	8
PGSC0003DMT400092089	8
PGSC0003DMT400079460	8
PGSC0003DMT400085679	8
PGSC0003DMT400086282	8
PGSC0003DMT400086343	8
PGSC0003DMT400086355	8
PGSC0003DMT400086787	8
PGSC0003DMT400088776	8
PGSC0003DMT400089641	8
PGSC0003DMT400089989	8
PGSC0003DMT400090007	8
PGSC0003DMT400090018	8
PGSC0003DMT400091041	8
PGSC0003DMT400091255	8
PGSC0003DMT400091360	8
PGSC0003DMT400091424	8
PGSC0003DMT400091666	8
PGSC0003DMT400092178	8
PGSC0003DMT400093321	8
PGSC0003DMT400093544	8
PGSC0003DMT400094455	8
PGSC0003DMT400094543	8
PGSC0003DMT400094666	8
PGSC0003DMT400094813	8
PGSC0003DMT400097310	8
PGSC0003DMT400097616	8
PGSC0003DMT400093453	8
PGSC0003DMT400086841	8
PGSC0003DMT400088672	8
PGSC0003DMT400090391	8
PGSC0003DMT400094713	8
PGSC0003DMT400084766	8
PGSC0003DMT400086422	8
PGSC0003DMT400086468	8
PGSC0003DMT400086635	8
PGSC0003DMT400086961	8
PGSC0003DMT400087725	8
PGSC0003DMT400088177	8
PGSC0003DMT400089103	8
PGSC0003DMT400090572	8
PGSC0003DMT400090790	8
PGSC0003DMT400093899	8
PGSC0003DMT400095444	8
PGSC0003DMT400096075	8
PGSC0003DMT400096167	8
PGSC0003DMT400096316	8
PGSC0003DMT400096610	8
PGSC0003DMT400085702	8
PGSC0003DMT400088903	8
PGSC0003DMT400092373	8
PGSC0003DMT400085207	8
PGSC0003DMT400093732	8
PGSC0003DMT400096765	8
PGSC0003DMT400092570	8
PGSC0003DMT400090459	8
PGSC0003DMT400093685	8
PGSC0003DMT400090316	8
