geneName	family
PGSC0003DMT400012781	24
PGSC0003DMT400032125	24
PGSC0003DMT400049953	24
PGSC0003DMT400000186	25
PGSC0003DMT400001912	25
PGSC0003DMT400020536	25
PGSC0003DMT400039850	25
PGSC0003DMT400062256	25
PGSC0003DMT400011731	25
PGSC0003DMT400044723	25
PGSC0003DMT400046983	25
PGSC0003DMT400080154	25
PGSC0003DMT400019290	25
PGSC0003DMT400037638	25
PGSC0003DMT400041343	25
PGSC0003DMT400037636	25
PGSC0003DMT400001024	25
PGSC0003DMT400001868	25
PGSC0003DMT400062758	25
PGSC0003DMT400006515	25
PGSC0003DMT400026193	25
PGSC0003DMT400045838	25
PGSC0003DMT400038554	25
PGSC0003DMT400040010	25
PGSC0003DMT400064597	25
PGSC0003DMT400002229	25
PGSC0003DMT400003582	25
PGSC0003DMT400005987	25
PGSC0003DMT400007503	25
PGSC0003DMT400011261	25
PGSC0003DMT400033828	25
PGSC0003DMT400035255	25
PGSC0003DMT400038068	25
PGSC0003DMT400045429	25
PGSC0003DMT400061697	25
PGSC0003DMT400071214	25
PGSC0003DMT400071701	25
PGSC0003DMT400079361	25
PGSC0003DMT400002280	25
PGSC0003DMT400023009	25
PGSC0003DMT400040626	25
PGSC0003DMT400049853	25
PGSC0003DMT400065801	25
PGSC0003DMT400071329	25
PGSC0003DMT400082362	25
PGSC0003DMT400095910	25
PGSC0003DMT400012413	25
PGSC0003DMT400011147	25
PGSC0003DMT400028591	25
PGSC0003DMT400048049	25
PGSC0003DMT400025864	25
PGSC0003DMT400045075	25
PGSC0003DMT400027429	25
PGSC0003DMT400086245	25
PGSC0003DMT400091500	25
PGSC0003DMT400058445	25
PGSC0003DMT400002807	25
PGSC0003DMT400016900	25
PGSC0003DMT400021929	25
PGSC0003DMT400025866	25
PGSC0003DMT400029366	25
PGSC0003DMT400031291	25
PGSC0003DMT400036145	25
PGSC0003DMT400037295	25
PGSC0003DMT400045344	25
PGSC0003DMT400045499	25
PGSC0003DMT400051759	25
PGSC0003DMT400065260	25
PGSC0003DMT400071735	25
PGSC0003DMT400052190	25
PGSC0003DMT400074579	25
PGSC0003DMT400060019	25
PGSC0003DMT400006390	25
PGSC0003DMT400045970	25
PGSC0003DMT400023349	25
PGSC0003DMT400025214	25
PGSC0003DMT400006664	25
PGSC0003DMT400024762	25
PGSC0003DMT400083900	25
PGSC0003DMT400011695	25
PGSC0003DMT400011940	25
PGSC0003DMT400029698	25
PGSC0003DMT400060941	25
PGSC0003DMT400067689	25
PGSC0003DMT400069958	25
PGSC0003DMT400044212	25
PGSC0003DMT400034411	25
PGSC0003DMT400011891	25
PGSC0003DMT400053083	25
PGSC0003DMT400012744	25
PGSC0003DMT400013077	25
PGSC0003DMT400016060	25
PGSC0003DMT400017573	25
PGSC0003DMT400020895	25
PGSC0003DMT400012809	25
PGSC0003DMT400032028	25
PGSC0003DMT400001781	25
PGSC0003DMT400057164	25
PGSC0003DMT400077689	25
PGSC0003DMT400049508	25
PGSC0003DMT400049512	25
PGSC0003DMT400021936	25
PGSC0003DMT400021983	25
PGSC0003DMT400067256	25
PGSC0003DMT400049053	25
PGSC0003DMT400021990	25
PGSC0003DMT400046231	25
PGSC0003DMT400046238	25
PGSC0003DMT400036023	25
PGSC0003DMT400036030	25
PGSC0003DMT400012612	25
PGSC0003DMT400049507	25
PGSC0003DMT400012606	25
PGSC0003DMT400012676	25
PGSC0003DMT400012679	25
PGSC0003DMT400049521	25
PGSC0003DMT400049621	25
PGSC0003DMT400005177	25
PGSC0003DMT400012950	25
PGSC0003DMT400012952	25
PGSC0003DMT400036038	25
PGSC0003DMT400036047	25
PGSC0003DMT400049531	25
PGSC0003DMT400012941	25
PGSC0003DMT400012948	25
PGSC0003DMT400086533	25
PGSC0003DMT400093832	25
PGSC0003DMT400058657	25
PGSC0003DMT400067255	25
PGSC0003DMT400067344	25
PGSC0003DMT400014669	25
PGSC0003DMT400067264	25
PGSC0003DMT400067346	25
PGSC0003DMT400078489	25
PGSC0003DMT400049617	25
PGSC0003DMT400056125	25
PGSC0003DMT400049532	25
PGSC0003DMT400049628	25
PGSC0003DMT400064346	25
PGSC0003DMT400049529	25
PGSC0003DMT400049533	25
PGSC0003DMT400075702	25
PGSC0003DMT400002736	25
PGSC0003DMT400005096	25
PGSC0003DMT400014530	25
PGSC0003DMT400024109	25
PGSC0003DMT400024108	25
PGSC0003DMT400029260	25
PGSC0003DMT400036051	25
PGSC0003DMT400039232	25
PGSC0003DMT400039237	25
PGSC0003DMT400039546	25
PGSC0003DMT400036055	25
PGSC0003DMT400057672	25
PGSC0003DMT400067266	25
PGSC0003DMT400008271	25
PGSC0003DMT400030924	25
PGSC0003DMT400087909	25
PGSC0003DMT400008273	25
PGSC0003DMT400048435	25
PGSC0003DMT400052650	25
PGSC0003DMT400073645	25
PGSC0003DMT400057334	25
PGSC0003DMT400041603	25
PGSC0003DMT400060605	25
PGSC0003DMT400064038	25
PGSC0003DMT400019757	25
PGSC0003DMT400083940	25
PGSC0003DMT400077443	25
PGSC0003DMT400077419	25
PGSC0003DMT400077423	25
PGSC0003DMT400077427	25
PGSC0003DMT400077438	25
PGSC0003DMT400077447	25
PGSC0003DMT400000956	25
PGSC0003DMT400079665	25
PGSC0003DMT400086270	25
PGSC0003DMT400089477	25
PGSC0003DMT400091158	25
PGSC0003DMT400000189	26
PGSC0003DMT400049950	26
PGSC0003DMT400019479	26
PGSC0003DMT400000196	28
PGSC0003DMT400000200	28
PGSC0003DMT400000197	28
PGSC0003DMT400000205	29
PGSC0003DMT400012863	29
PGSC0003DMT400031776	29
PGSC0003DMT400016878	29
PGSC0003DMT400065240	29
PGSC0003DMT400000220	30
PGSC0003DMT400000222	30
PGSC0003DMT400049932	30
PGSC0003DMT400000227	31
PGSC0003DMT400049931	31
PGSC0003DMT400000229	32
PGSC0003DMT400063499	32
PGSC0003DMT400037060	32
PGSC0003DMT400000230	33
PGSC0003DMT400032086	33
PGSC0003DMT400049928	33
PGSC0003DMT400051387	33
PGSC0003DMT400074360	33
PGSC0003DMT400063344	33
PGSC0003DMT400000233	34
PGSC0003DMT400000234	34
PGSC0003DMT400016845	34
PGSC0003DMT400084224	34
PGSC0003DMT400011212	34
PGSC0003DMT400000235	35
PGSC0003DMT400084199	35
PGSC0003DMT400000264	38
PGSC0003DMT400049923	38
PGSC0003DMT400084202	38
PGSC0003DMT400000266	39
PGSC0003DMT400084203	39
PGSC0003DMT400000269	40
PGSC0003DMT400032063	40
PGSC0003DMT400049920	40
PGSC0003DMT400017813	40
PGSC0003DMT400000272	41
PGSC0003DMT400009229	41
PGSC0003DMT400012799	41
PGSC0003DMT400014816	41
PGSC0003DMT400023419	41
PGSC0003DMT400032059	41
PGSC0003DMT400049914	41
PGSC0003DMT400053006	41
PGSC0003DMT400057302	41
PGSC0003DMT400058107	41
PGSC0003DMT400078295	41
PGSC0003DMT400084207	41
PGSC0003DMT400000276	42
PGSC0003DMT400023427	42
PGSC0003DMT400000283	43
PGSC0003DMT400051184	43
PGSC0003DMT400084210	43
PGSC0003DMT400025253	43
PGSC0003DMT400000314	45
PGSC0003DMT400000316	45
PGSC0003DMT400000326	46
PGSC0003DMT400000639	46
PGSC0003DMT400000330	46
PGSC0003DMT400000331	46
PGSC0003DMT400000333	46
PGSC0003DMT400000336	47
PGSC0003DMT400018139	47
PGSC0003DMT400023562	47
PGSC0003DMT400031664	47
PGSC0003DMT400000345	48
PGSC0003DMT400036765	48
PGSC0003DMT400037454	48
PGSC0003DMT400031965	48
PGSC0003DMT400053380	48
PGSC0003DMT400000352	49
PGSC0003DMT400040184	49
PGSC0003DMT400000362	51
PGSC0003DMT400047687	51
PGSC0003DMT400003091	51
PGSC0003DMT400013956	51
PGSC0003DMT400045531	51
PGSC0003DMT400051945	51
PGSC0003DMT400072748	51
PGSC0003DMT400000364	52
PGSC0003DMT400010171	52
PGSC0003DMT400011736	52
PGSC0003DMT400011938	52
PGSC0003DMT400013321	52
PGSC0003DMT400013958	52
PGSC0003DMT400015022	52
PGSC0003DMT400027155	52
PGSC0003DMT400029234	52
PGSC0003DMT400031900	52
PGSC0003DMT400037401	52
PGSC0003DMT400037403	52
PGSC0003DMT400047686	52
PGSC0003DMT400055717	52
PGSC0003DMT400056100	52
PGSC0003DMT400057274	52
PGSC0003DMT400089149	52
PGSC0003DMT400037410	52
PGSC0003DMT400059650	52
PGSC0003DMT400000367	54
PGSC0003DMT400022877	54
PGSC0003DMT400043411	54
PGSC0003DMT400061738	54
PGSC0003DMT400067765	54
PGSC0003DMT400000378	55
PGSC0003DMT400011523	55
PGSC0003DMT400026602	55
PGSC0003DMT400058531	55
PGSC0003DMT400009253	55
PGSC0003DMT400009250	55
PGSC0003DMT400025590	55
PGSC0003DMT400000414	57
PGSC0003DMT400071399	57
PGSC0003DMT400000418	58
PGSC0003DMT400000423	58
PGSC0003DMT400000425	58
PGSC0003DMT400079646	58
PGSC0003DMT400086695	58
PGSC0003DMT400091921	58
PGSC0003DMT400000430	59
PGSC0003DMT400000436	59
PGSC0003DMT400000445	60
PGSC0003DMT400026609	60
PGSC0003DMT400000447	61
PGSC0003DMT400045638	61
PGSC0003DMT400072216	61
PGSC0003DMT400072214	61
PGSC0003DMT400000450	62
PGSC0003DMT400086595	62
PGSC0003DMT400000453	63
PGSC0003DMT400026590	63
PGSC0003DMT400055738	63
PGSC0003DMT400069763	63
PGSC0003DMT400000462	64
PGSC0003DMT400007918	64
PGSC0003DMT400026584	64
PGSC0003DMT400037192	64
PGSC0003DMT400055730	64
PGSC0003DMT400000482	66
PGSC0003DMT400055745	66
PGSC0003DMT400000483	67
PGSC0003DMT400021293	67
PGSC0003DMT400040853	67
PGSC0003DMT400076941	67
PGSC0003DMT400000488	68
PGSC0003DMT400040854	68
PGSC0003DMT400000502	69
PGSC0003DMT400016638	69
PGSC0003DMT400000505	70
PGSC0003DMT400007769	70
PGSC0003DMT400031794	70
PGSC0003DMT400049907	70
PGSC0003DMT400000538	71
PGSC0003DMT400024595	71
PGSC0003DMT400032104	71
PGSC0003DMT400055769	71
PGSC0003DMT400065330	71
PGSC0003DMT400094734	71
PGSC0003DMT400000546	72
PGSC0003DMT400074344	72
PGSC0003DMT400029394	72
PGSC0003DMT400028711	72
PGSC0003DMT400055263	72
PGSC0003DMT400065850	72
PGSC0003DMT400000548	73
PGSC0003DMT400019530	73
PGSC0003DMT400047433	73
PGSC0003DMT400049892	73
PGSC0003DMT400000551	74
PGSC0003DMT400049887	74
PGSC0003DMT400000554	76
PGSC0003DMT400084223	76
PGSC0003DMT400000591	78
PGSC0003DMT400084225	78
PGSC0003DMT400000593	79
PGSC0003DMT400014946	79
PGSC0003DMT400023494	79
PGSC0003DMT400049875	79
PGSC0003DMT400031705	79
PGSC0003DMT400000594	80
PGSC0003DMT400031704	80
PGSC0003DMT400000597	81
PGSC0003DMT400049872	81
PGSC0003DMT400000605	83
PGSC0003DMT400051193	83
PGSC0003DMT400000606	84
PGSC0003DMT400012887	84
PGSC0003DMT400023511	84
PGSC0003DMT400031686	84
PGSC0003DMT400000626	86
PGSC0003DMT400028509	86
PGSC0003DMT400000646	87
PGSC0003DMT400004319	87
PGSC0003DMT400004655	87
PGSC0003DMT400028286	87
PGSC0003DMT400004228	87
PGSC0003DMT400051417	87
PGSC0003DMT400018055	87
PGSC0003DMT400000649	88
PGSC0003DMT400010948	88
PGSC0003DMT400018049	88
PGSC0003DMT400023575	88
PGSC0003DMT400048586	88
PGSC0003DMT400050427	88
PGSC0003DMT400054414	88
PGSC0003DMT400060943	88
PGSC0003DMT400060947	88
PGSC0003DMT400081996	88
PGSC0003DMT400030767	88
PGSC0003DMT400066156	88
PGSC0003DMT400081995	88
PGSC0003DMT400000651	89
PGSC0003DMT400048585	89
PGSC0003DMT400000652	90
PGSC0003DMT400018046	90
PGSC0003DMT400000662	91
PGSC0003DMT400012896	91
PGSC0003DMT400031602	91
PGSC0003DMT400000664	92
PGSC0003DMT400012897	92
PGSC0003DMT400000674	93
PGSC0003DMT400048580	93
PGSC0003DMT400000685	95
PGSC0003DMT400014094	95
PGSC0003DMT400035609	95
PGSC0003DMT400063324	95
PGSC0003DMT400074847	95
PGSC0003DMT400000688	96
PGSC0003DMT400010526	96
PGSC0003DMT400027375	96
PGSC0003DMT400044502	96
PGSC0003DMT400045229	96
PGSC0003DMT400058627	96
PGSC0003DMT400061642	96
PGSC0003DMT400073263	96
PGSC0003DMT400070613	96
PGSC0003DMT400045228	96
PGSC0003DMT400087656	96
PGSC0003DMT400000708	98
PGSC0003DMT400006012	98
PGSC0003DMT400000710	99
PGSC0003DMT400000243	99
PGSC0003DMT400000736	100
PGSC0003DMT400047988	100
PGSC0003DMT400095923	100
PGSC0003DMT400047989	100
PGSC0003DMT400000744	101
PGSC0003DMT400014637	101
PGSC0003DMT400000747	102
PGSC0003DMT400082739	102
PGSC0003DMT400082741	102
PGSC0003DMT400000751	103
PGSC0003DMT400006378	103
PGSC0003DMT400012517	103
PGSC0003DMT400021185	103
PGSC0003DMT400055114	103
PGSC0003DMT400000752	104
PGSC0003DMT400000883	104
PGSC0003DMT400000764	105
PGSC0003DMT400037270	105
PGSC0003DMT400057095	105
PGSC0003DMT400000771	106
PGSC0003DMT400043903	106
PGSC0003DMT400092723	106
PGSC0003DMT400008587	106
PGSC0003DMT400008605	106
PGSC0003DMT400012600	106
PGSC0003DMT400013977	106
PGSC0003DMT400055203	106
PGSC0003DMT400000553	106
PGSC0003DMT400012864	106
PGSC0003DMT400014932	106
PGSC0003DMT400031769	106
PGSC0003DMT400032096	106
PGSC0003DMT400055753	106
PGSC0003DMT400084228	106
PGSC0003DMT400000775	107
PGSC0003DMT400005639	107
PGSC0003DMT400035678	107
PGSC0003DMT400000776	108
PGSC0003DMT400006164	108
PGSC0003DMT400000780	109
PGSC0003DMT400004995	109
PGSC0003DMT400012477	109
PGSC0003DMT400043467	109
PGSC0003DMT400000786	110
PGSC0003DMT400042529	110
PGSC0003DMT400047737	110
PGSC0003DMT400065464	110
PGSC0003DMT400069000	110
PGSC0003DMT400088098	110
PGSC0003DMT400000791	111
PGSC0003DMT400009324	111
PGSC0003DMT400000795	113
PGSC0003DMT400006474	113
PGSC0003DMT400042598	113
PGSC0003DMT400000811	115
PGSC0003DMT400024836	115
PGSC0003DMT400042417	115
PGSC0003DMT400000816	116
PGSC0003DMT400004254	116
PGSC0003DMT400009227	116
PGSC0003DMT400015836	116
PGSC0003DMT400022302	116
PGSC0003DMT400027852	116
PGSC0003DMT400031185	116
PGSC0003DMT400058108	116
PGSC0003DMT400061371	116
PGSC0003DMT400063227	116
PGSC0003DMT400063229	116
PGSC0003DMT400031188	116
PGSC0003DMT400000833	117
PGSC0003DMT400016276	117
PGSC0003DMT400016307	117
PGSC0003DMT400038585	117
PGSC0003DMT400050735	117
PGSC0003DMT400000836	118
PGSC0003DMT400077674	118
PGSC0003DMT400000847	119
PGSC0003DMT400000848	119
PGSC0003DMT400000849	119
PGSC0003DMT400000859	120
PGSC0003DMT400008639	120
PGSC0003DMT400062755	120
PGSC0003DMT400071649	120
PGSC0003DMT400090554	120
PGSC0003DMT400000860	121
PGSC0003DMT400033833	121
PGSC0003DMT400000864	122
PGSC0003DMT400000865	122
PGSC0003DMT400000866	122
PGSC0003DMT400092522	122
PGSC0003DMT400000868	123
PGSC0003DMT400002337	123
PGSC0003DMT400044860	123
PGSC0003DMT400000871	124
PGSC0003DMT400041481	124
PGSC0003DMT400000873	125
PGSC0003DMT400039856	125
PGSC0003DMT400065573	125
PGSC0003DMT400020578	125
PGSC0003DMT400000875	126
PGSC0003DMT400027828	126
PGSC0003DMT400000888	128
PGSC0003DMT400093394	128
PGSC0003DMT400000889	129
PGSC0003DMT400063129	129
PGSC0003DMT400000891	130
PGSC0003DMT400045965	130
PGSC0003DMT400094539	130
PGSC0003DMT400055123	130
PGSC0003DMT400000899	131
PGSC0003DMT400006654	131
PGSC0003DMT400009096	131
PGSC0003DMT400011458	131
PGSC0003DMT400012359	131
PGSC0003DMT400079498	131
PGSC0003DMT400083896	131
PGSC0003DMT400009496	131
PGSC0003DMT400000915	133
PGSC0003DMT400021726	133
PGSC0003DMT400000917	134
PGSC0003DMT400040069	134
PGSC0003DMT400033041	134
PGSC0003DMT400000921	135
PGSC0003DMT400078454	135
PGSC0003DMT400000925	136
PGSC0003DMT400006691	136
PGSC0003DMT400000961	137
PGSC0003DMT400006726	137
PGSC0003DMT400068027	137
PGSC0003DMT400077452	137
PGSC0003DMT400084201	137
PGSC0003DMT400008389	137
PGSC0003DMT400043836	137
PGSC0003DMT400000989	138
PGSC0003DMT400005712	138
PGSC0003DMT400012165	138
PGSC0003DMT400032547	138
PGSC0003DMT400000990	139
PGSC0003DMT400048280	139
PGSC0003DMT400070558	139
PGSC0003DMT400001003	140
PGSC0003DMT400006625	140
PGSC0003DMT400012385	140
PGSC0003DMT400024850	140
PGSC0003DMT400026692	140
PGSC0003DMT400051696	140
PGSC0003DMT400065568	140
PGSC0003DMT400082747	140
PGSC0003DMT400042012	140
PGSC0003DMT400001013	141
PGSC0003DMT400015610	141
PGSC0003DMT400013627	141
PGSC0003DMT400016356	141
PGSC0003DMT400041976	141
PGSC0003DMT400050101	141
PGSC0003DMT400001017	142
PGSC0003DMT400009982	142
PGSC0003DMT400014020	142
PGSC0003DMT400001020	143
PGSC0003DMT400006531	143
PGSC0003DMT400040374	143
PGSC0003DMT400042632	143
PGSC0003DMT400097197	143
PGSC0003DMT400001021	144
PGSC0003DMT400030498	144
PGSC0003DMT400001033	146
PGSC0003DMT400002768	146
PGSC0003DMT400015176	146
PGSC0003DMT400019864	146
PGSC0003DMT400015439	146
PGSC0003DMT400001044	147
PGSC0003DMT400042226	147
PGSC0003DMT400001049	148
PGSC0003DMT400078166	148
PGSC0003DMT400001058	149
PGSC0003DMT400001180	149
PGSC0003DMT400022442	149
PGSC0003DMT400023039	149
PGSC0003DMT400029104	149
PGSC0003DMT400031937	149
PGSC0003DMT400036856	149
PGSC0003DMT400047710	149
PGSC0003DMT400049441	149
PGSC0003DMT400063543	149
PGSC0003DMT400071337	149
PGSC0003DMT400073713	149
PGSC0003DMT400078163	149
PGSC0003DMT400050462	149
PGSC0003DMT400094824	149
PGSC0003DMT400094880	149
PGSC0003DMT400001059	150
PGSC0003DMT400022797	150
PGSC0003DMT400049291	150
PGSC0003DMT400071307	150
PGSC0003DMT400001061	151
PGSC0003DMT400030377	151
PGSC0003DMT400038804	151
PGSC0003DMT400023291	151
PGSC0003DMT400068215	151
PGSC0003DMT400070981	151
PGSC0003DMT400086950	151
PGSC0003DMT400001063	152
PGSC0003DMT400027904	152
PGSC0003DMT400001067	153
PGSC0003DMT400078158	153
PGSC0003DMT400001071	154
PGSC0003DMT400011795	154
PGSC0003DMT400029477	154
PGSC0003DMT400029590	154
PGSC0003DMT400045357	154
PGSC0003DMT400060473	154
PGSC0003DMT400061493	154
PGSC0003DMT400071313	154
PGSC0003DMT400018199	154
PGSC0003DMT400029478	154
PGSC0003DMT400029588	154
PGSC0003DMT400001072	155
PGSC0003DMT400007674	155
PGSC0003DMT400022438	155
PGSC0003DMT400040121	155
PGSC0003DMT400040182	155
PGSC0003DMT400060471	155
PGSC0003DMT400060472	155
PGSC0003DMT400071314	155
PGSC0003DMT400078154	155
PGSC0003DMT400078155	155
PGSC0003DMT400078156	155
PGSC0003DMT400078157	155
PGSC0003DMT400097008	155
PGSC0003DMT400001074	156
PGSC0003DMT400028299	156
PGSC0003DMT400001076	157
PGSC0003DMT400008831	157
PGSC0003DMT400009860	157
PGSC0003DMT400036420	157
PGSC0003DMT400008835	157
PGSC0003DMT400001087	158
PGSC0003DMT400054258	158
PGSC0003DMT400079811	158
PGSC0003DMT400001102	159
PGSC0003DMT400027651	159
PGSC0003DMT400059417	159
PGSC0003DMT400001105	160
PGSC0003DMT400008898	160
PGSC0003DMT400067091	160
PGSC0003DMT400023880	160
PGSC0003DMT400001138	162
PGSC0003DMT400022163	162
PGSC0003DMT400033805	162
PGSC0003DMT400001145	163
PGSC0003DMT400018441	163
PGSC0003DMT400048126	163
PGSC0003DMT400048130	163
PGSC0003DMT400001151	165
PGSC0003DMT400018431	165
PGSC0003DMT400072137	165
PGSC0003DMT400001155	166
PGSC0003DMT400062339	166
PGSC0003DMT400001169	167
PGSC0003DMT400010173	167
PGSC0003DMT400022205	167
PGSC0003DMT400022210	167
PGSC0003DMT400023026	167
PGSC0003DMT400047481	167
PGSC0003DMT400049429	167
PGSC0003DMT400060225	167
PGSC0003DMT400060952	167
PGSC0003DMT400071331	167
PGSC0003DMT400074882	167
PGSC0003DMT400074887	167
PGSC0003DMT400076499	167
PGSC0003DMT400076501	167
PGSC0003DMT400077954	167
PGSC0003DMT400087294	167
PGSC0003DMT400088088	167
PGSC0003DMT400029493	167
PGSC0003DMT400053821	167
PGSC0003DMT400085202	167
PGSC0003DMT400053823	167
PGSC0003DMT400094317	167
PGSC0003DMT400001171	168
PGSC0003DMT400023028	168
PGSC0003DMT400077953	168
PGSC0003DMT400001177	169
PGSC0003DMT400077951	169
PGSC0003DMT400001183	170
PGSC0003DMT400001184	170
PGSC0003DMT400001187	171
PGSC0003DMT400085481	171
PGSC0003DMT400096327	171
PGSC0003DMT400096678	171
PGSC0003DMT400089069	171
PGSC0003DMT400097701	171
PGSC0003DMT400001192	172
PGSC0003DMT400018379	172
PGSC0003DMT400036366	172
PGSC0003DMT400079779	172
PGSC0003DMT400053522	172
PGSC0003DMT400001194	173
PGSC0003DMT400018378	173
PGSC0003DMT400001202	174
PGSC0003DMT400053798	174
PGSC0003DMT400001207	175
PGSC0003DMT400001209	175
PGSC0003DMT400001212	175
PGSC0003DMT400096905	175
PGSC0003DMT400001218	176
PGSC0003DMT400048460	176
PGSC0003DMT400001219	177
PGSC0003DMT400009969	177
PGSC0003DMT400072425	177
PGSC0003DMT400001225	178
PGSC0003DMT400018358	178
PGSC0003DMT400001233	179
PGSC0003DMT400021670	179
PGSC0003DMT400033798	179
PGSC0003DMT400088508	179
PGSC0003DMT400001235	180
PGSC0003DMT400006347	180
PGSC0003DMT400018353	180
PGSC0003DMT400054004	180
PGSC0003DMT400012531	180
PGSC0003DMT400001238	181
PGSC0003DMT400080764	181
PGSC0003DMT400001247	182
PGSC0003DMT400062501	182
PGSC0003DMT400001262	183
PGSC0003DMT400034694	183
PGSC0003DMT400081790	183
PGSC0003DMT400001269	184
PGSC0003DMT400046764	184
PGSC0003DMT400049116	184
PGSC0003DMT400001273	185
PGSC0003DMT400046741	185
PGSC0003DMT400001282	187
PGSC0003DMT400001283	187
PGSC0003DMT400001292	188
PGSC0003DMT400019314	188
PGSC0003DMT400064690	188
PGSC0003DMT400053816	188
PGSC0003DMT400001297	189
PGSC0003DMT400017914	189
PGSC0003DMT400079571	189
PGSC0003DMT400001299	190
PGSC0003DMT400017908	190
PGSC0003DMT400001304	191
PGSC0003DMT400001305	191
PGSC0003DMT400079594	191
PGSC0003DMT400001329	192
PGSC0003DMT400010525	192
PGSC0003DMT400035889	192
PGSC0003DMT400062466	192
PGSC0003DMT400001350	193
PGSC0003DMT400001354	193
PGSC0003DMT400001358	193
PGSC0003DMT400014713	193
PGSC0003DMT400001378	194
PGSC0003DMT400046636	194
PGSC0003DMT400023280	194
PGSC0003DMT400001383	195
PGSC0003DMT400055131	195
PGSC0003DMT400001389	196
PGSC0003DMT400017006	196
PGSC0003DMT400001391	197
PGSC0003DMT400080614	197
PGSC0003DMT400001392	198
PGSC0003DMT400007088	198
PGSC0003DMT400017984	198
PGSC0003DMT400052647	198
PGSC0003DMT400064027	198
PGSC0003DMT400068764	198
PGSC0003DMT400071378	198
PGSC0003DMT400073091	198
PGSC0003DMT400080607	198
PGSC0003DMT400001398	199
PGSC0003DMT400027167	199
PGSC0003DMT400027202	199
PGSC0003DMT400006028	199
PGSC0003DMT400027201	199
PGSC0003DMT400006036	199
PGSC0003DMT400027198	199
PGSC0003DMT400027199	199
PGSC0003DMT400051528	199
PGSC0003DMT400056235	199
PGSC0003DMT400090689	199
PGSC0003DMT400001405	200
PGSC0003DMT400014982	200
PGSC0003DMT400031631	200
PGSC0003DMT400062960	200
PGSC0003DMT400001417	201
PGSC0003DMT400001418	201
PGSC0003DMT400001429	202
PGSC0003DMT400010555	202
PGSC0003DMT400062930	202
PGSC0003DMT400005645	202
PGSC0003DMT400010556	202
PGSC0003DMT400006512	202
PGSC0003DMT400037582	202
PGSC0003DMT400042639	202
PGSC0003DMT400043817	202
PGSC0003DMT400001435	203
PGSC0003DMT400063232	203
PGSC0003DMT400070616	203
PGSC0003DMT400075980	203
PGSC0003DMT400001948	203
PGSC0003DMT400017259	203
PGSC0003DMT400020893	203
PGSC0003DMT400000614	203
PGSC0003DMT400020459	203
PGSC0003DMT400023444	203
PGSC0003DMT400046345	203
PGSC0003DMT400050476	203
PGSC0003DMT400051043	203
PGSC0003DMT400081157	203
PGSC0003DMT400088587	203
PGSC0003DMT400001446	204
PGSC0003DMT400001518	204
PGSC0003DMT400001522	204
PGSC0003DMT400008140	204
